Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
c35e4ac0-429d-4b51-832a-443a931143e3,The responses have been acuired and entered by humans who can be biased in any way.,Negative,"Bias in AI responses (from data, training, or developers)",,,,,,,,,
3e3d8d78-2c06-43a7-b204-3d5b581c1be2,"The robot does not consider its own interests, but only follows the orders I give it.",Neutral,AI as a tool dependent on user input and prompts,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
c6189953-104d-46b5-bc8e-6dc4302ec217,The robot has to give me the best results so I can get back to work with it.,Neutral,AI's usefulness and efficiency in daily tasks,,,,,,,,,
e28258fc-8013-4c24-9a89-888e116c030c,"The selection of knowledge for AI bots becomes vulnerable to information created by other AI products. In most cases, AI is used where conventional methods could be used (search services, for example).",Neutral,"Bias in AI responses (from data, training, or developers)",Dependence on training data and algorithms,"Potential for errors, misinformation, or hallucinations",,,,,,,
fb4739af-0195-45ce-ba44-b75cb5cb20cd,"The thing is that whenever you ask  AI anything sometimes they are not able to give the answers properly, but if you properly ask them what you want then they most of times they give you correct solutions.",Neutral,Accuracy and reliability of information,AI as a tool dependent on user input and prompts,"Potential for errors, misinformation, or hallucinations",,,,,,,
42da991e-1c85-4890-8c56-13f781bd9aa1,"The trust I can give to AI depends exclusively on how I want it to respond, so distrusting something I program is distrusting myself. At the same time, trusting too much is not a good idea because it can fail.",Neutral,AI as a tool dependent on user input and prompts,Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",,,,,,,
898f513a-e902-48e8-93b0-406544821db9,"The versions of AI I have encountered exist primarily to promote and sell commercial products. While I have no problem with this in theory, in the real world this is a huge problem because I have not yet encountered an AI system that immediately and openly declares that it is trying to sell me something before proceeding with the interaction. There may be implications in the language used but there is no transparency.",Neutral,"Influence of companies, profit motives, and corporate interests",Potential for manipulation or misuse by humans,Transparency and explainability of AI systems,,,,,,,
d1ba8fb7-67c6-4658-aff6-7dd275d888fa,Their purpose is to aid the user,Neutral,AI's usefulness and efficiency in daily tasks,,,,,,,,,
27da372f-7431-45fc-bbc6-1534036bb15a,"There are many possible answers that can happen in the real world. What I mean is that AI chatbots have a variety of answer choices. So that it can minimize an error, but still with deep thinking. Because sometimes there are some things that don't match the conditions experienced, but I think so far it's been quite good and can be trusted.",Neutral,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,Concerns about AI being too mechanical or lacking nuance,"Potential for errors, misinformation, or hallucinations",,,,,,
414fa812-1f34-4add-b9df-4ecf06faba78,There are pros and cons. For now I only receive information but sometimes I realize that it is wrong so I can't trust it.,Neutral,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,,
c01f786f-03d7-4a1b-9b4a-42470d69ef7b,There can be biased opinions and arguments in the chat AI and wrong facts ,Negative,"Bias in AI responses (from data, training, or developers)","Potential for errors, misinformation, or hallucinations",,,,,,,,
38cfa1ce-ee9b-4b79-89a5-7b6b055cab87,"There is no interest between us, there is no relationship, it just depends on my ability to ask the right questions and give the right conditions.",Neutral,AI as a tool dependent on user input and prompts,,,,,,,,,
51fc2b34-d4a2-4675-b8c2-45dd7d8ec004,"There is no such thing as acting in my interest. AI is just following orders, and it is the developers who make them act according to my wishes.",Neutral,AI as a tool dependent on user input and prompts,AI's inability to act truly in a user's best interest,,,,,,,,
c413d04c-2d91-4888-bfe2-b38b4fcdbcf1,"There is no trust or distrust in AI.

AI is as good as the program and programmers are!",Neutral,AI as a tool dependent on user input and prompts,Comparison of AI trustworthiness to humans or other institutions,Dependence on training data and algorithms,,,,,,,
1636b50f-b5cc-469b-b04e-20d5bcb4b5b0,"There maybe data privacy concerns and lack of accuracy in some of tne AI chatbots.

",Negative,Accuracy and reliability of information,"Potential for errors, misinformation, or hallucinations",Privacy and data security concerns,,,,,,,
434a319b-4c83-4940-a72e-70456d9e45ae,"There should be similar constraints in AI settings to keep the AI true to the audience it serves. Once I interact with it closely enough, the AI should have the ability to learn powerfully to figure out how to act in my best interest.",Neutral,AI's inability to act truly in a user's best interest,Continuous improvement and learning of AI,,,,,,,,
5fb7359a-c124-4df9-8590-f28540b9087c,"These are constantly evolving; their purpose is to make certain aspects or tasks of life easier, not more difficult. Every day they become more intuitive and easily accessible to everyone.",Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Continuous improvement and learning of AI,,,,,,,
744bec3d-2b25-4c9c-88c4-673d57260be3,They are abit reliable and efficient,Neutral,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,,,,,,,,
600e2248-5ed6-4fec-96c9-fb3451d87700,They are chats biased by developers and the information they feed on through their users.,Negative,"Bias in AI responses (from data, training, or developers)",Dependence on training data and algorithms,,,,,,,,
db059811-c015-49fa-8284-1f7256ed08d2,"They are emotionless and the answers they give are general, objective, and search-based.",Neutral,AI's lack of self-awareness or consciousness,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,,
ae2860a6-c239-4e63-b547-a9aed14b4fe1,They are equally beneficial and harmful in some situations,Positive,Uncertainty or ambivalence about trusting AI,,,,,,,,,
52dc1388-9a4c-4fad-bfe2-794411c7fece,"They are excellent systems for generating words and ideas, but they lack solid foundations. They don't use scientific principles of hypothesis. What they do is quickly unify open sources of information from the internet. It's done with little discernment, so their information is too biased to be trusted, and it's sometimes dangerous. They are excellent for invigorating ideas or generating ways to express an idea.",Neutral,AI's limitations in handling complex or sensitive topics,"Bias in AI responses (from data, training, or developers)",Dependence on training data and algorithms,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,
89d0e031-d76c-4555-b45d-89508e90d5a3,"They are generally truthful, but use information from the internet, what might me misleading sometimes ",Neutral,Accuracy and reliability of information,Dependence on training data and algorithms,"Potential for errors, misinformation, or hallucinations",,,,,,,
124b6058-da34-496f-97e7-e4cbcf7019c2,They are more creative and will give ideas ,Positive,AI's usefulness and efficiency in daily tasks,,,,,,,,,
74459f1b-59f5-4cea-8603-475c6beb020a,They are pre programed to answer,Neutral,Dependence on training data and algorithms,,,,,,,,,
6a32f92c-7612-411a-9290-22610761cb6d,"They are systems that, in the end, are created by humans and therefore can be manipulated by humans.",Negative,Dependence on training data and algorithms,Potential for manipulation or misuse by humans,,,,,,,,
5f4376a4-d07e-4803-92bd-ab11fef04c25,They are trained in a specific manner and often AI is meant to be rational so it is easy to determine if I can trust it or not.,Positive,AI's lack of self-awareness or consciousness,Dependence on training data and algorithms,Objectivity and neutrality of AI,,,,,,,
5554ad49-7268-41b2-8ed9-01f97ff3bdcf,"They are unbiased, designed to support you, answer your questions or guide you to your goal.",Positive,AI's inability to act truly in a user's best interest,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,,,,,,,
7f9aeba3-01b4-4bbc-aa08-4e0e74fdf634,They are very responsive and give accurate information,Positive,Accuracy and reliability of information,,,,,,,,,
069f9281-aed8-4072-b8f9-54c4aa6930c7,They can follow my instructions and often help me with my daily life. They will become a part of my life.,Positive,AI's usefulness and efficiency in daily tasks,,,,,,,,,
b1786097-4253-484c-b01b-95626c0795ab,"They give clear and concise answer to the queries.

",Positive,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,,,,,,,,
e3fd4e0a-1908-4c8a-9da8-c2a3d112d3b9,They have no interests of their own,Negative,AI's lack of self-awareness or consciousness,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
8cca9354-6034-4a3a-8554-f65625e6e322,They may give some wrong information too,Negative,"Potential for errors, misinformation, or hallucinations",,,,,,,,,
f5082eab-27bd-4d8d-a6ae-fa7c7ce30260,They still have some flaws,Negative,"Potential for errors, misinformation, or hallucinations",Uncertainty or ambivalence about trusting AI,,,,,,,,
b5c892a7-da1d-48a0-9b35-77748206e694,"They ultimately work for AI companies or large companies, not for us.",Neutral,"Influence of companies, profit motives, and corporate interests",,,,,,,,,
f898988e-bd0e-434c-9fa5-6761011dcd41,"This is a technology, there is no point in humanizing it. The category of trust is not applicable here in principle. This is a source of information that can be both true and false.",Negative,AI as a tool dependent on user input and prompts,AI's lack of self-awareness or consciousness,Dependence on training data and algorithms,,,,,,,
1a8076d5-35f0-43a6-ae3b-b257315c08f5,This is because AI chatbots have no emotions and are a collection of data.,Negative,AI's lack of self-awareness or consciousness,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
6ba455f4-bed6-4258-86b5-c44ad68824e7,This is because as AI cannot express empathy like humans so i feel it may not work in my best interests,Negative,AI's inability to act truly in a user's best interest,AI's inability to fully understand personal context or emotions,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,
7e206e5d-5326-4c87-b919-83cccd5648cc,"This is because as Ai is not human I feel that if I were to ask for advice from it, it would just answer me without considering my emotions, my safety....like maybe try to talk me out of something that would harm me",Negative,AI's inability to fully understand personal context or emotions,AI's limitations in handling complex or sensitive topics,,,,,,,,
198f9dce-5664-4736-b7c1-b0cc4f0e3433,This is because the responses it gives are within certain guidelines in terms of censoring harmful responses by cautioning one against such practices.,Negative,AI's limitations in handling complex or sensitive topics,,,,,,,,,
2ca411ae-b5ee-41cc-90d6-d969ae7b55f6,"This is because while chatgpt is generally informative, helpful and designed to be neutral and supportive , I understand its still a tool created and maintained by a company. so it doesnt have motives or emotions to harm me",Neutral,AI's lack of self-awareness or consciousness,"Influence of companies, profit motives, and corporate interests","Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,
caad74c9-0e3c-4263-a382-65a546e7f5dd,Till date it has only helped me in a good way.,Positive,Trust based on positive personal experiences,,,,,,,,,
457cf21d-bcce-4490-9642-59b46978c43a,To be honest I trust AI than information I get from social media and person from the government.,Neutral,Comparison of AI trustworthiness to humans or other institutions,,,,,,,,,
b03eb942-32cf-49c4-b96f-20a2fe0d1a55,"To me, the fact that the AI chatbot does not have feelings, emotions, or consciousness helps me feel like the bot has no reason to ever have intentions.  Because of this, I feel I can trust the chatbot without having to worry about it manifesting some sort of ill will towards me.",Neutral,AI's lack of self-awareness or consciousness,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
26cba531-c32c-4507-b97b-65c22186088f,"To start I don't think it's capable of acting in my best interest.



Having said that, even if it was, I think it's sole goal is to keep me engaged and using the platform, in order to make money for the owner. That can be in direct conflict with my best interest.",Neutral,AI's inability to act truly in a user's best interest,"Influence of companies, profit motives, and corporate interests",,,,,,,,
85a4072a-f8d5-4de5-bb95-30d03b4e914f,"Ultimately, AIs were developed and are programmed by humans, who can often be corruptible.",Neutral,Dependence on training data and algorithms,Potential for manipulation or misuse by humans,,,,,,,,
bcb3dbe9-3a1f-419a-92fc-09d9f86ab423,"Ultimately, I offered the trust score from my perspective of how similar the chatbot's responses were reliable and trustworthy, and helpfully repeated how trustworthy and dependable it is with my personal data and privacy questions.""
",Positive,Accuracy and reliability of information,Privacy and data security concerns,Trust based on positive personal experiences,,,,,,,
b457ae4c-12dd-4299-bce1-2cae737e605d,"Ultimately, it’s a preprogrammed script. ",Neutral,AI as a tool dependent on user input and prompts,Dependence on training data and algorithms,,,,,,,,
0e07d865-6c31-43d7-b666-9e5e0ca62fd7,"Unlike humans and members of society, where they have an image of me as a person or companies that will act in their favor most of the time, this smart conversational robot is programmed with algorithms according to what the user (me) sends to it, and it will do what I expect from it, so I do not trust it. I know that thinking like this is illogical, but I do not trust something like this.",Negative,AI as a tool dependent on user input and prompts,AI's inability to act truly in a user's best interest,Comparison of AI trustworthiness to humans or other institutions,Dependence on training data and algorithms,Uncertainty or ambivalence about trusting AI,,,,,
660ec59f-4319-4892-bcf1-1411a38569e6,"Unlike humans, AI is just a machine procuring an answer from scanning volumes of available information on the internet. It does not have biases nor agendas. However, it's important to note that the quality of its answers are somewhat influenced by the source information available - so if the sources are biased to begin with, then AI's answers would also lean to one side.",Neutral,Accuracy and reliability of information,"Bias in AI responses (from data, training, or developers)",Dependence on training data and algorithms,,,,,,,
01682c77-7060-4f44-af1f-8a15735abe91,"Useful but still not perfect, the answers are not completely accurate, and the answers lack creativity

",Neutral,Accuracy and reliability of information,AI's limitations in handling complex or sensitive topics,AI's usefulness and efficiency in daily tasks,,,,,,,
9242db82-fe34-4034-852f-47f3d8c4c2c7,We can not fully trusted on human and AI. Human nature find benefits in any field and AI in already programmed.,Neutral,AI as a tool dependent on user input and prompts,Comparison of AI trustworthiness to humans or other institutions,,,,,,,,
a7ab7122-2ab2-4fb4-a8c2-fca7788f330c,"We live in capitalism and all companies strive to increase their profits, it's inevitable for companies to start doing more shady/ethically ambiguous stuff with an exclusion of some niche companies. I won't be surprised if our data is sold and they would use ads in chatbots soon.",Negative,"Influence of companies, profit motives, and corporate interests",Potential for manipulation or misuse by humans,,,,,,,,
46296073-7f4e-475b-87ae-2a67cf10cecc,We need to re-check the fact that they sent to us before we decided to use their opinion,Negative,"Potential for errors, misinformation, or hallucinations",Responsibility of users to verify and use AI outputs wisely,,,,,,,,
37e6af67-19fc-4912-998f-7b25e9e5c24e,Well AI chatbot content can be influenced and managed by various organisations so I can neither turst nor distrust,Neutral,"Influence of companies, profit motives, and corporate interests",Uncertainty or ambivalence about trusting AI,,,,,,,,
2e8a0132-a70d-45b8-89c7-38dd56607287,"Well AI chatbots are quite transparent in how they work, when they come out with certain information that may be wrong I can cross reference it ask it where it got it and it aslo tells me not to trust it on sensitive issues. It limits itself in its utility therefore becomes more trustworthy than agents that have alternative motives",Neutral,AI's limitations in handling complex or sensitive topics,"Lack of emotions, intentions, or ulterior motives in AI","Potential for errors, misinformation, or hallucinations",Transparency and explainability of AI systems,,,,,,
82e97493-7c88-4be5-8627-615eb8127434,"Well the research is still experimental, and therefore I cannot fully trust it.",Negative,AI's limitations in handling complex or sensitive topics,Uncertainty or ambivalence about trusting AI,,,,,,,,
8d6e5568-b3f2-40ed-b705-e647f0fa446b,"Well, I won't lie that chatgpt,  as I mentioned before made researches and even intricate questions that I find hard to word easier to find answers to, and even to analyse a long text as well as other tasks, though I would hate to rely on it fully, even if I stuck as writing. The customer I gave about my trust towards it is mainly because, as ai will never truly think of its own but rather is hand fed chosen infos by people, I can only trust it to some extent,  no matter how polite it may be.",Neutral,AI as a tool dependent on user input and prompts,AI's lack of self-awareness or consciousness,Dependence on training data and algorithms,"Potential for errors, misinformation, or hallucinations",Responsibility of users to verify and use AI outputs wisely,Uncertainty or ambivalence about trusting AI,,,,
d3be7305-8ea4-401e-8359-28e9de4861db,"Well, also I generally distrust AI technologies, at least Samsung Altman (the CEO of Open AI) publicly recognises the long term dangers of AI",Negative,"Bias in AI responses (from data, training, or developers)",Potential for manipulation or misuse by humans,,,,,,,,
4e511fc0-b6ed-4172-b1c4-64630bfa6aed,"Whatever query or question we are asking, ai will provide a solution in that instant of time",Positive,AI's usefulness and efficiency in daily tasks,,,,,,,,,
7c2cd5fd-051d-486e-a161-6ffa2a76b2c1,"When I ask an AI chatbot for answers, the responses are generally accurate, but sometimes it provides incorrect information, so I can only trust it to some extent.",Neutral,Accuracy and reliability of information,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,,,
ac4fefde-507b-4fce-9d1d-a33cf2b9bea6,"When I say that I neither trust nor distrust my AI chatbot to act in my best interest, I mean that I view it as a tool rather than as an entity deserving of trust or suspicion. I rely on it for information and assistance, but I remain aware of its limitations and potential biases. My approach is practical and balanced: I use the chatbot thoughtfully, verify important information when necessary, and don’t attribute human qualities like loyalty or intent to the AI. ",Neutral,Accuracy and reliability of information,AI as a tool dependent on user input and prompts,AI's lack of self-awareness or consciousness,"Bias in AI responses (from data, training, or developers)",Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",Responsibility of users to verify and use AI outputs wisely,,,
6a29c52f-d61f-44b3-aa47-2eb26117de7f,"When interacting with the AI you have control over it, over what you need and prompt your interests and queries directly. With this you get exactly what you need and more suggestions on related topics",Positive,AI as a tool dependent on user input and prompts,AI's role in supporting productivity and learning,,,,,,,,
29ac8c81-7633-4b38-a3bb-fff5dd14de34,"Why there is no intention in a chatbot, the person who programs it is the one who gives it intention",Negative,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,,
76560679-56a7-4728-a457-6abc45f2855a,"Yeah because right now, it only understands the details i've given and give suggestions to me and it values the company rules and regulations",Neutral,AI as a tool dependent on user input and prompts,AI's role in supporting productivity and learning,,,,,,,,
b485cc53-678a-467f-882e-15207499c2a5,You can't trust someone who isn't responsible for their actions.,Negative,AI's inability to act truly in a user's best interest,,,,,,,,,
915f7b4c-43bd-48af-b48f-ca5286c17833,"You have a certain degree of control over what the chatbot will do, something you don't have with most other institutions. It's not perfect, and it can be manipulated, but it's easier to control your reaction to the information it gives you, test its usefulness, and adopt it.",Neutral,Comparison of AI trustworthiness to humans or other institutions,Potential for manipulation or misuse by humans,Responsibility of users to verify and use AI outputs wisely,,,,,,,
f157825d-87aa-4a1b-98f3-74bbbe24a0f6,"all related to goverment and civilization, I kinda have neutral point of view. I neither trust or distrust. I just go with the flow, adapt myself into how things going and adjust as necessary all related to goverment issue. But I somewhat trust AI like chat gpt, in a way that I use it to brainstorms ideas, asking for advice and insight . Nearly most of the time it give a relevant, satisfying answer. I think it goes back to us as human having control into what we input and what we expect to see",Neutral,AI as a tool dependent on user input and prompts,Responsibility of users to verify and use AI outputs wisely,Trust based on positive personal experiences,Uncertainty or ambivalence about trusting AI,,,,,,
6dc53a34-72e3-4df3-8975-159a54ac4632,"although it is useful for basic tasks, when a particular piece of information is needed, ai chatbot might not be sufficient. what's worse is it gets in a loop usually when it can't help the user.",Neutral,AI's limitations in handling complex or sensitive topics,AI's usefulness and efficiency in daily tasks,,,,,,,,
986d1053-ed5e-4330-85e3-718e6ada7caa,"an ai that i not created therefore there is no chance the chatbot will work always to my advantage or interests.

",Negative,AI's inability to act truly in a user's best interest,,,,,,,,,
89a8f74d-aedd-4d87-ba17-00e4e97651b8,at now we don't know or fully understand AI yet,Neutral,Uncertainty or ambivalence about trusting AI,,,,,,,,,
a23eb5a2-7c6a-4b07-a093-f9b7cc66fad4,"because ""best interest"" is a thing that only I can decide, chatbots just respond to things I tell them, they can do whatever I tell them to do if I give them the ""perfect"" prompt",Neutral,AI as a tool dependent on user input and prompts,AI's inability to act truly in a user's best interest,,,,,,,,
faa5d053-7eaf-4557-8014-63304e576054,"because AI Chatbot translates from the series of words we input, if the questions we ask are clear and detailed then the results are not far from what we want. ",Neutral,AI as a tool dependent on user input and prompts,,,,,,,,,
d03de00c-bf87-4682-af70-0d78d350780c,"because AI use algorithm that based on factual data, maybe there's something off about the data but we can trust it can be compared to our knowledge so we can decide what is right.",Neutral,Accuracy and reliability of information,AI's role in providing unbiased or fact-based answers,Dependence on training data and algorithms,,,,,,,
d87ffd89-bc3b-46de-a0ea-e7996474cfd5,because I believe AI can work better,Neutral,AI's usefulness and efficiency in daily tasks,,,,,,,,,
62ea0b56-f724-4e7e-a99a-28aece376e88,because I have been using AI chatbot for a long time and the results are very satisfying both for my work and daily life.,Positive,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,,
104dff79-0878-4b72-a2d5-810e4efc7d07,because I'm not completely sure about the authenticity of the information that the AI has,Neutral,Accuracy and reliability of information,Uncertainty or ambivalence about trusting AI,,,,,,,,
24724deb-8567-4753-bc6a-ac1925821e22,because ai chatbot aren't perfect. they can make mistakes with the information. so i need to cross check everything,Neutral,"Potential for errors, misinformation, or hallucinations",Responsibility of users to verify and use AI outputs wisely,,,,,,,,
b3330f5c-b02f-4b4d-a885-559fcd8eaba8,"because ai does not have bad emotions or feelings, it acts according to the command we have given it and help out in the best of interest",Neutral,AI as a tool dependent on user input and prompts,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
1e97ed8f-4c3c-4e56-b080-fd4315b74c59,because ai has been considering data and sets from human interactions,Neutral,Dependence on training data and algorithms,,,,,,,,,
501126a9-9be2-49c2-8a59-35659f999a2f,"because although it could help me with my daily problem, it could take data from those assistance and turn it into business data

",Neutral,AI's usefulness and efficiency in daily tasks,Privacy and data security concerns,,,,,,,,
f046f129-746d-4271-a99b-b8fbc07d9508,because anything i ask the chatbot iss supposed to provide for me quality data needed for what i asked,Negative,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,,,,,,,,
760568da-579f-43c3-9edf-13d86f57a053,"because as long as I communicate with AI chatbots, what it says can be trusted, even if there is something wrong I will also check it myself directly",Neutral,Accuracy and reliability of information,Need for human supervision and verification,Responsibility of users to verify and use AI outputs wisely,,,,,,,
a372ec46-6e6b-44ec-a149-e408a9ce2a64,because chatbots sometimes makes mistakes and i have correct many times to chatbots,Neutral,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,,,,
e0cdf260-5c65-4212-8369-111745bcaeea,"because he is not emotionally attached,",Negative,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,,
67bafdfe-97d6-40ac-aaf3-c4db057829dc,because i believe that the AI is genuinely created to meet my need of satisfaction so i trust it to an extent,Positive,Trust based on positive personal experiences,,,,,,,,,
f75bbfc7-e51f-4b7d-9392-bad0478ee112,"because i don't have time to find what i need on the internet so i have to ask AI chatbot, but sometime it give me wrong answer

",Negative,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,,
5b97399b-70e6-4337-a83b-21bf1da78cba,because i have experience using them and they are almost never helpful. i prefer talking to a human ,Negative,AI's usefulness and efficiency in daily tasks,Distrust due to negative or inconsistent experiences,,,,,,,,
3bfb06f4-5d45-4181-a355-8160cb5ce236,"because i have used this Chatgpt for my personal health

",Neutral,AI's role in supporting productivity and learning,Trust based on positive personal experiences,,,,,,,,
d258bbb7-141b-463d-a121-704a24e9b5dc,because i use it everyday and i know i can trust AI chatbot,Positive,Trust based on positive personal experiences,,,,,,,,,
d0d5e4e4-6fbe-450c-81c1-3079e193c861,because i use it on nearly daily basis to solve some of my problems at work or personal,Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,,,,,,,,
749e86db-09f8-46b2-a641-c89574070581,because i used to use it a long time ago and it improved a lot ,Positive,Continuous improvement and learning of AI,Trust based on positive personal experiences,,,,,,,,
81aa31e7-3e96-4d2a-ac21-948b0614d0f5,because idk where all the informations goes,Neutral,Privacy and data security concerns,,,,,,,,,
5a52ee07-65a1-4b86-8164-187946b37336,"because it doesn't have hidden motives, it cant directly hurt you, and anyways you should always be safe and never disclose any personal or sensitive information

",Negative,"Lack of emotions, intentions, or ulterior motives in AI",Privacy and data security concerns,Responsibility of users to verify and use AI outputs wisely,,,,,,,
7c3d81d9-c90e-4bd0-aa97-2f9ebc721d15,because it give best result what i was expecting,Positive,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,,
50d3bc50-25f0-462f-a6cb-0cb626601ed7,because it have it cons as equal to its benefits too.,Neutral,AI's limitations in handling complex or sensitive topics,,,,,,,,,
67e7e1f0-4bd2-49c5-b5aa-5fe7dc53bd05,"because it is after all a bot , though i usually benefit from that , but it self claims that all answers might not be correct . so human evaluatiuon is necessary in all cases ",Neutral,AI's usefulness and efficiency in daily tasks,Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",Responsibility of users to verify and use AI outputs wisely,,,,,,
47a985fd-4b4c-4c17-98d3-4bf61dc8dd51,because it is mechanical and cannot give concrete answers,Negative,AI's limitations in handling complex or sensitive topics,Concerns about AI being too mechanical or lacking nuance,,,,,,,,
dcb3028f-2786-4962-bf93-e93f6a9efbde,"because it know wts in my mind , it corrects my errors and explains every step to my question",Positive,Accuracy and reliability of information,AI's inability to fully understand personal context or emotions,AI's role in supporting productivity and learning,,,,,,,
1c604414-00b7-496a-b199-39e23ffc04bd,"because it still developing it can make mistakes

",Negative,Continuous improvement and learning of AI,"Potential for errors, misinformation, or hallucinations",,,,,,,,
69088733-1fd0-45b1-b7ef-4c8c263b4808,because it stores the personal info.,Neutral,Privacy and data security concerns,,,,,,,,,
764e69dd-980d-40a4-a9b4-087c49e5fe35,"because there are too many hidden points, which leads to mistrust that the AI chatbot will not be used for someone's benefit",Negative,Potential for manipulation or misuse by humans,Transparency and explainability of AI systems,Uncertainty or ambivalence about trusting AI,,,,,,,
de664b99-0542-4d65-9558-3434684ff84c,because they have the whole database from internet and they get their info fron various trustef sources,Neutral,Accuracy and reliability of information,,,,,,,,,
3faeb7b0-17e9-49f3-a3e0-dea77f80d2e3,"because through daily use of chatGPT, detailed and satisfactory answers can be given.",Neutral,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,,
6859c87e-ec70-4228-982c-a9b7be530bfd,becuase unsure whether it will send me correct advice. ,Neutral,Accuracy and reliability of information,Uncertainty or ambivalence about trusting AI,,,,,,,,
502f0d99-2bd1-4a83-84f8-873555043bc9,chatbot has never let me down so far,Positive,Trust based on positive personal experiences,,,,,,,,,
46385839-55a6-4037-85ec-7dd4bf9836f4,chatbot is not driven by emotions and his purpose is to help me with everything,Neutral,AI as a tool dependent on user input and prompts,AI's usefulness and efficiency in daily tasks,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,
8e651986-b4b8-40e3-a777-e51eef44514d,coz AI gives scientific and knowledgable answer. it doesnt heavily rely on feelings and intuition,Positive,Accuracy and reliability of information,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,,,,,,,
886f07ab-ca13-46aa-a501-a1799acdd826,cuz after all it's just a robot not an actual human,Negative,AI's lack of self-awareness or consciousness,,,,,,,,,
6aef893e-07b3-41a6-9107-74f669d191c4,cz i don't trust chat gpt ,Negative,Distrust due to negative or inconsistent experiences,,,,,,,,,
6d771dfc-527f-438f-bde8-c461a8d8f22b,"due to misinformation at times, also tend to reduce ones ability to think critically",Neutral,Concerns about AI replacing human jobs or skills,"Potential for errors, misinformation, or hallucinations",,,,,,,,
9d863fc2-ea4b-45ae-98ab-bc7afcbe0abb,given the right instruction AI chatbot provides trusted information ,Positive,Accuracy and reliability of information,AI as a tool dependent on user input and prompts,,,,,,,,
4a7eb0e9-96c9-48b3-8838-ce5b63871896,"i believe it can't harm me unless i provide it with sensitive data

",Neutral,"Lack of emotions, intentions, or ulterior motives in AI",Privacy and data security concerns,,,,,,,,
20a7c355-7776-4bce-a541-68ab067f9e0d,i can prove the answers after,Neutral,Need for human supervision and verification,Responsibility of users to verify and use AI outputs wisely,,,,,,,,
025c2228-b0ab-4a6a-814d-09252ddc455c,i cannot realy on Ai chatbots for any sensitive analysis and emotional side,Neutral,AI's inability to fully understand personal context or emotions,AI's limitations in handling complex or sensitive topics,,,,,,,,
800c2a06-49cb-4713-80ed-3906a09ec579,i completely trust Ai chatbot that's why i gave this score.,Neutral,Trust based on positive personal experiences,,,,,,,,,
83cc9234-e8c0-4056-bf49-ec566669aa82,i dont think it still can give the right advice for me ,Neutral,Accuracy and reliability of information,AI's limitations in handling complex or sensitive topics,,,,,,,,
d3bc52e8-1092-4413-866c-45333bd3af68,i gave it that score because they are not perfect and can sometimes provide inaccurate or biased information,Negative,Accuracy and reliability of information,"Bias in AI responses (from data, training, or developers)","Potential for errors, misinformation, or hallucinations",,,,,,,
203a95c2-defc-4fee-af02-161c49e2e9e8,i gave that score because my ai usually do what i command it to do and the results are usually the best with high level of accuracy,Positive,Accuracy and reliability of information,AI as a tool dependent on user input and prompts,Trust based on positive personal experiences,,,,,,,
a9b9875f-b4a2-4c4d-9bb0-ad52590b26fd,i give true score because i trust ai chatbot i know ai will favor in behalf of me,Neutral,AI's inability to act truly in a user's best interest,Trust based on positive personal experiences,,,,,,,,
